Organization,Permit_Adminid,Permit_Name,Facility_Name,Facility.Type,Facility_Status,Locality,mp_hydroid,MP_Name,MP_Type,Intake_Capacity_.MGD.,Source_of_Capacity_Estimate,X1985_Safe_Yield_.MGD.,X2005_Safe_Yield_.MGD.,Exemption_Code,Max_Pre.89_.MGY.,VDH_Total_Pumping_Capacity_.MGD.,X401_Certification_Limit_.MGD.,Max_Pre.89_.MGM.,mp_latitude,mp_longitude,facility_latitude,facility_longitude,X401_certification_comment,rfi_wd_capacity_mgy,final_exempt_propcode,final_exempt_propvalue_mgd
Hidden_for_privacy,66285,Hidden_for_privacy,Hidden_for_privacy,commercial,active,Williamsburg,63130,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,5,10,0,0,2.2,37.260323,-76.69821,37.25388889,-76.69,NA,0,pre_89_mgm,0.070967742
Hidden_for_privacy,66285,Hidden_for_privacy,Hidden_for_privacy,commercial,active,Williamsburg,64638,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,5,0,0,0,0,37.25388889,-76.69027778,37.25388889,-76.69,NA,0,wsp2020_2020,0
Hidden_for_privacy,69100,Hidden_for_privacy,Hidden_for_privacy,mining,active,Sussex,58972,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,36.9675,-77.55805556,36.89611111,-77.58,NA,0,wsp2020_2020,0
Hidden_for_privacy,69100,Hidden_for_privacy,Hidden_for_privacy,mining,active,Sussex,59595,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,36.89416667,-77.54888889,36.89611111,-77.58,NA,0,wsp2020_2020,0
Hidden_for_privacy,69100,Hidden_for_privacy,Hidden_for_privacy,mining,active,Sussex,60907,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,36.87972222,-77.51722222,36.89611111,-77.58,NA,0,wsp2020_2020,0
Hidden_for_privacy,69100,Hidden_for_privacy,Hidden_for_privacy,mining,active,Sussex,65454,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,NA,NA,36.89611111,-77.58,NA,0,wsp2020_2020,0
Hidden_for_privacy,69100,Hidden_for_privacy,Hidden_for_privacy,mining,active,Sussex,65455,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,NA,NA,36.89611111,-77.58,NA,0,wsp2020_2020,0
Hidden_for_privacy,163255,Hidden_for_privacy,Hidden_for_privacy,mining,active,Sussex,58972,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,36.9675,-77.55805556,36.89611111,-77.58,NA,0,wsp2020_2020,0
Hidden_for_privacy,163255,Hidden_for_privacy,Hidden_for_privacy,mining,active,Sussex,59595,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,36.89416667,-77.54888889,36.89611111,-77.58,NA,0,wsp2020_2020,0
Hidden_for_privacy,163255,Hidden_for_privacy,Hidden_for_privacy,mining,active,Sussex,60907,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,36.87972222,-77.51722222,36.89611111,-77.58,NA,0,wsp2020_2020,0
Hidden_for_privacy,163255,Hidden_for_privacy,Hidden_for_privacy,mining,active,Sussex,65454,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,NA,NA,36.89611111,-77.58,NA,0,wsp2020_2020,0
Hidden_for_privacy,163255,Hidden_for_privacy,Hidden_for_privacy,mining,active,Sussex,65455,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,NA,NA,36.89611111,-77.58,NA,0,wsp2020_2020,0
Hidden_for_privacy,69004,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Goochland,60984,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,37.63395,-77.9672,37.631707,-77.965617,NA,0,NA,0
Hidden_for_privacy,69004,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Goochland,63514,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,37.63327,-77.9625,37.631707,-77.965617,NA,0,NA,0
Hidden_for_privacy,70628,Hidden_for_privacy,Hidden_for_privacy,municipal,active,Fairfax County,59006,Hidden_for_privacy,Surface Water Intake,400,NA,0,0,1,18151.9,297,0,1841.7,39.063055,-77.341666,39.06027778,-77.33861111,NA,260058,rfi_exempt_wd,712.4876712
Hidden_for_privacy,71306,Hidden_for_privacy,Hidden_for_privacy,irrigation,active,Middlesex,63924,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,1,0,0,0,0,37.67334,-76.584,37.67334,-76.584,NA,420.0375,rfi_exempt_wd,1.150787671
Hidden_for_privacy,68920,Hidden_for_privacy,Hidden_for_privacy,commercial,active,Fairfax County,59793,Hidden_for_privacy,Surface Water Intake,1.73,VWUDS Form,0,0,1,0,0,0,0,38.8225,-77.32805556,38.84722222,-77.31111111,NA,0,intake_capacity_mgd,1.73
Hidden_for_privacy,68920,Hidden_for_privacy,Hidden_for_privacy,commercial,active,Fairfax County,63306,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,18.5,0,0,5.5,38.82222222,-77.32333333,38.84722222,-77.31111111,NA,0,pre_89_mgm,0.177419355
Hidden_for_privacy,70553,Hidden_for_privacy,Hidden_for_privacy,agriculture,active,Bath,60741,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,3674.894,0,0,420,38.18055556,-79.57777778,38.17916667,-79.58055556,NA,0,pre_89_mgm,13.5483871
Hidden_for_privacy,71218,Hidden_for_privacy,Hidden_for_privacy,manufacturing,active,Alleghany,58958,Hidden_for_privacy,Surface Water Intake,25,VWUDS Form,0,0,1,4625.43,0,0,814.5,37.80361111,-79.99833333,37.79805556,-79.99555556,NA,0,pre_89_mgm,26.27419355
Hidden_for_privacy,71218,Hidden_for_privacy,Hidden_for_privacy,manufacturing,active,Alleghany,60367,Hidden_for_privacy,Surface Water Intake,60,VWUDS Form,0,0,1,16483.27,0,0,1780.423,37.80166667,-79.99666667,37.79805556,-79.99555556,NA,0,intake_capacity_mgd,60
Hidden_for_privacy,71218,Hidden_for_privacy,Hidden_for_privacy,manufacturing,active,Alleghany,60395,Hidden_for_privacy,Surface Water Intake,5,VWUDS Form,0,0,1,2.226,0,0,0.87,37.80722222,-79.99611111,37.79805556,-79.99555556,NA,0,intake_capacity_mgd,5
Hidden_for_privacy,71218,Hidden_for_privacy,Hidden_for_privacy,manufacturing,active,Alleghany,60418,Hidden_for_privacy,Surface Water Intake,2.5,VWUDS Form,0,0,1,22731.1,0,0,3004.52,37.80055556,-79.99388889,37.79805556,-79.99555556,NA,0,pre_89_mgm,96.92
Hidden_for_privacy,71218,Hidden_for_privacy,Hidden_for_privacy,manufacturing,active,Alleghany,60833,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,37.80333333,-79.99805556,37.79805556,-79.99555556,NA,0,wsp2020_2020,0
Hidden_for_privacy,71218,Hidden_for_privacy,Hidden_for_privacy,manufacturing,active,Alleghany,63310,Hidden_for_privacy,Surface Water Intake,2,VWUDS Form,0,0,1,0,0,0,0,37.80833333,-79.99583333,37.79805556,-79.99555556,NA,0,intake_capacity_mgd,2
Hidden_for_privacy,71161,Hidden_for_privacy,Hidden_for_privacy,irrigation,active,Surry,60494,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,4,0,0,0,0,37.096179,-76.841469,37.083188,-76.874454,NA,0,wsp2020_2020,0.02
Hidden_for_privacy,71161,Hidden_for_privacy,Hidden_for_privacy,irrigation,active,Surry,61576,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,4,0,0,0,0,37.676614,-76.859493,37.083188,-76.874454,NA,0,wsp2020_2020,0
Hidden_for_privacy,71161,Hidden_for_privacy,Hidden_for_privacy,irrigation,active,Surry,62628,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,4,7.69,0,0,2.5,37.077966,-76.865652,37.083188,-76.874454,NA,0,pre_89_mgm,0.080645161
Hidden_for_privacy,71161,Hidden_for_privacy,Hidden_for_privacy,irrigation,active,Surry,64481,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,4,0,0,0,0,0.1,0,37.083188,-76.874454,NA,0,wsp2020_2020,0
Hidden_for_privacy,70603,Hidden_for_privacy,Hidden_for_privacy,municipal,active,Augusta,59692,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,169.545,0,0,16.189,38.04944444,-79.33361111,38.07916667,-79.38055556,NA,0,pre_89_mgm,0.522225806
Hidden_for_privacy,379802,Hidden_for_privacy,Hidden_for_privacy,commercial,proposed,James City,404294,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,37.34760455,-76.8142941,37.34744444,-76.81383333,NA,0,NA,0
Hidden_for_privacy,163208,Hidden_for_privacy,Hidden_for_privacy,mining,inactive,Wise,459347,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,36.98044,-82.73037,36.98044,-82.73036,NA,0,NA,0
Hidden_for_privacy,70716,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Augusta,60254,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,0.1,0,38.1865357,-79.3989899,NA,0,wsp2020_2020,0
Hidden_for_privacy,70716,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Augusta,60304,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,2,0,0,0,0,38.17513354,-79.39263843,38.1865357,-79.3989899,NA,5,rfi_exempt_wd,0.01369863
Hidden_for_privacy,70716,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Augusta,61890,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,0.1,0,38.1865357,-79.3989899,NA,0,wsp2020_2020,0
Hidden_for_privacy,70716,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Augusta,62854,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,0.1,0,38.1865357,-79.3989899,NA,0,wsp2020_2020,0
Hidden_for_privacy,70716,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Augusta,63720,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,0.1,0,38.1865357,-79.3989899,NA,0,wsp2020_2020,0
Hidden_for_privacy,70716,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Augusta,64451,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,1,0,0,0,0,38.18307813,-79.39632915,38.1865357,-79.3989899,NA,0,wsp2020_2020,0
Hidden_for_privacy,70591,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Rockingham,64056,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,5,0,0,0,0,0.1,0,-99,-99,NA,0,wsp2020_2020,0
Hidden_for_privacy,69118,Hidden_for_privacy,Hidden_for_privacy,commercial,active,Loudoun,74508,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,38.99637,-77.608945,99,-99,NA,0,wsp2020_2020,0
Hidden_for_privacy,70837,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Accomack,64344,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,0.1,0,-99,-99,NA,0,wsp2020_2020,0
Hidden_for_privacy,70077,Hidden_for_privacy,Hidden_for_privacy,municipal,active,Nottoway,61591,Hidden_for_privacy,Surface Water Intake,0.835,VWUDS Form,0.9,0.9,1,174.21,2.016,0,18.295,37.12,-78.08333333,37.12,-78.08333333,NA,0,vdh_pump_capacity_mgd,2.016
Hidden_for_privacy,70455,Hidden_for_privacy,Hidden_for_privacy,irrigation,active,Nelson,62040,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,5,0,0,0,0,38.01666667,-78.82555556,38.017076,-78.824022,NA,0,wsp2020_2020,0
Hidden_for_privacy,70455,Hidden_for_privacy,Hidden_for_privacy,irrigation,active,Nelson,64427,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,1,0,0,0,0,38.01944444,-78.82333333,38.017076,-78.824022,NA,5.7,rfi_exempt_wd,0.015616438
Hidden_for_privacy,71422,Hidden_for_privacy,Hidden_for_privacy,municipal,active,Albemarle,59901,Hidden_for_privacy,Surface Water Intake,35,VWUDS Form,0,0,1,237.823,2,0,22.878,38.07138889,-78.6525,38.0675,-78.66083333,NA,0,intake_capacity_mgd,35
Hidden_for_privacy,70245,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Shenandoah,62665,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,5,0,0,0,0,0.1,0,-99,-99,NA,0,NA,0
Hidden_for_privacy,69375,Hidden_for_privacy,Hidden_for_privacy,irrigation,active,Rockingham,58773,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,1,0,0,0,0,38.34694444,-78.76361111,38.337071,-78.770887,NA,56.2,rfi_exempt_wd,0.153972603
Hidden_for_privacy,69375,Hidden_for_privacy,Hidden_for_privacy,irrigation,active,Rockingham,58775,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,38.321,-78.753,38.337071,-78.770887,NA,0,wsp2020_2020,0
Hidden_for_privacy,69586,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Accomack,63591,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,0.1,0,-99,-99,NA,0,NA,0
Hidden_for_privacy,0,Hidden_for_privacy,Hidden_for_privacy,agriculture,duplicate,Culpeper,457736,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,38.47050294,-78.00017994,38.47050294,-78.00017994,NA,0,wsp2020_2020,0
Hidden_for_privacy,0,Hidden_for_privacy,Hidden_for_privacy,agriculture,duplicate,Culpeper,457578,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,38.47050294,-78.00017994,38.47050294,-78.00017994,NA,0,wsp2020_2020,0
Hidden_for_privacy,0,Hidden_for_privacy,Hidden_for_privacy,agriculture,duplicate,Culpeper,457420,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,38.47050294,-78.00017994,38.47050294,-78.00017994,NA,0,wsp2020_2020,0
Hidden_for_privacy,70713,Hidden_for_privacy,Hidden_for_privacy,manufacturing,active,Culpeper,61589,Hidden_for_privacy,Surface Water Intake,0.0725,VWUDS Form,0,0,1,13.69,0,0,1.84,38.48333333,-77.95888889,38.48333333,-77.95888889,NA,0,intake_capacity_mgd,0.0725
Hidden_for_privacy,70998,Hidden_for_privacy,Hidden_for_privacy,municipal,active,Culpeper,60369,Hidden_for_privacy,Surface Water Intake,4,VWUDS Form,0,0,1,430.627,6.75,0,39.9,38.46888889,-78.01805556,38.46916667,-78.00416667,NA,0,vdh_pump_capacity_mgd,6.75
Hidden_for_privacy,70082,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Henrico,61020,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,0.1,0,-99,-99,NA,0,NA,0
Hidden_for_privacy,71170,Hidden_for_privacy,Hidden_for_privacy,mining,inactive,Henrico,60384,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,5,414.33,0,0,39.06,37.36972222,-77.29611111,37.36972222,-77.29611111,NA,0,pre_89_mgm,1.26
Hidden_for_privacy,71170,Hidden_for_privacy,Hidden_for_privacy,mining,inactive,Henrico,63733,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,0.1,0,37.36972222,-77.29611111,NA,0,NA,0
Hidden_for_privacy,69268,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Dinwiddie,60766,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,0.1,0,-99,-99,NA,0,NA,0
Hidden_for_privacy,71172,Hidden_for_privacy,Hidden_for_privacy,hydropower,active,Amherst,61615,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,389008.452,0,0,55164.656,37.59333333,-79.38361111,37.5925,-79.38166667,NA,0,wsp2020_2020,0
Hidden_for_privacy,163184,Hidden_for_privacy,Hidden_for_privacy,hydropower,active,Amherst,61615,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,389008.452,0,0,55164.656,37.59333333,-79.38361111,37.5925,-79.38166667,NA,0,wsp2020_2020,0
Hidden_for_privacy,66603,Hidden_for_privacy,Hidden_for_privacy,agriculture,active,Surry,60916,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,37.16777778,-76.98,37.1684768,-76.9792637,NA,0,wsp2020_2020,0
Hidden_for_privacy,70086,Hidden_for_privacy,Hidden_for_privacy,irrigation,active,Charles City,64380,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,37.396642,-76.967318,37.396642,-76.967318,NA,0,wsp2020_2020,0
Hidden_for_privacy,70086,Hidden_for_privacy,Hidden_for_privacy,irrigation,active,Charles City,65467,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,NA,NA,37.396642,-76.967318,NA,0,wsp2020_2020,0
Hidden_for_privacy,70086,Hidden_for_privacy,Hidden_for_privacy,irrigation,active,Charles City,65482,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,NA,NA,37.396642,-76.967318,NA,0,wsp2020_2020,0
Hidden_for_privacy,70086,Hidden_for_privacy,Hidden_for_privacy,irrigation,active,Charles City,65634,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,NA,NA,37.396642,-76.967318,NA,0,wsp2020_2020,0
Hidden_for_privacy,71244,Hidden_for_privacy,Hidden_for_privacy,commercial,inactive,Southampton,61228,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,1.5,0,0,0.3,36.70166667,-76.99055556,36.70138889,-76.98833333,NA,0,pre_89_mgm,0.009677419
Hidden_for_privacy,68760,Hidden_for_privacy,Hidden_for_privacy,commercial,active,Isle of Wight,68415,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,NA,NA,36.960365,-76.627783,NA,0,wsp2020_2020,0
Hidden_for_privacy,66638,Hidden_for_privacy,Hidden_for_privacy,commercial,active,Virginia Beach,60292,Hidden_for_privacy,Surface Water Intake,1.44,VWUDS Form,0,0,1,0,0,0,0,36.88111111,-76.16111111,36.8767464,-76.1639317,NA,0,intake_capacity_mgd,1.44
Hidden_for_privacy,69365,Hidden_for_privacy,Hidden_for_privacy,irrigation,active,Augusta,63691,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,5,0,0,0,0,38.23182,-78.89764,38.230253,-78.901872,NA,0,wsp2020_2020,0
Hidden_for_privacy,69344,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Rockingham,63890,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,5,0,0,0,0,38.49176,-78.9531,38.4917745,-78.9531152,NA,0,wsp2020_2020,0
Hidden_for_privacy,70065,Hidden_for_privacy,Hidden_for_privacy,municipal,active,Arlington,60447,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,38.938986,-77.111275,38.9375,-77.11388889,NA,0,wsp2020_2020,3.905035616
Hidden_for_privacy,70065,Hidden_for_privacy,Hidden_for_privacy,municipal,active,Arlington,65156,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,67033.94,0,0,5918.18,39.00153394,-77.24799601,38.9375,-77.11388889,NA,0,pre_89_mgm,190.9090323
Hidden_for_privacy,70255,Hidden_for_privacy,Hidden_for_privacy,mining,active,Chesterfield,58838,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,5,0,0,0,0,37.35361111,-77.51138889,37.35416667,-77.50833333,NA,0,wsp2020_2020,0
Hidden_for_privacy,70255,Hidden_for_privacy,Hidden_for_privacy,mining,active,Chesterfield,62268,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,420.1,0,0,40.8,37.35416667,-77.50833333,37.35416667,-77.50833333,NA,0,pre_89_mgm,1.316129032
Hidden_for_privacy,70210,Hidden_for_privacy,Hidden_for_privacy,municipal,active,Botetourt,59878,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,48.7,0,0,5.766,37.38055556,-79.88472222,37.3825,-79.88388889,NA,0,pre_89_mgm,0.186
Hidden_for_privacy,68999,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Pittsylvania,61338,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,36.76666667,-80.08333333,36.729604,-79.270019,NA,0,NA,0
Hidden_for_privacy,68999,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Pittsylvania,63444,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,0.1,0,36.729604,-79.270019,NA,0,NA,0
Hidden_for_privacy,68999,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Pittsylvania,64358,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,36.76666667,-80.5,36.729604,-79.270019,NA,0,NA,0
Hidden_for_privacy,70509,Hidden_for_privacy,Hidden_for_privacy,manufacturing,inactive,Washington,64795,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,40.579,0,0,4.526,36.62638889,-81.79166667,36.62777778,-81.79027778,NA,0,pre_89_mgm,0.146
Hidden_for_privacy,70835,Hidden_for_privacy,Hidden_for_privacy,irrigation,active,Augusta,62747,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,38.20944444,-78.84027778,38.208946,-78.852608,NA,0,NA,0
Hidden_for_privacy,70835,Hidden_for_privacy,Hidden_for_privacy,irrigation,active,Augusta,63816,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,4,0,0,0,0,38.2094,-78.8403,38.208946,-78.852608,NA,0,wsp2020_2020,0
Hidden_for_privacy,69082,Hidden_for_privacy,Hidden_for_privacy,irrigation,active,Halifax,61656,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,1,0,0,0,0,36.75638889,-78.88916667,36.747859,-78.897376,NA,0,wsp2020_2020,0
Hidden_for_privacy,69819,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Page,63837,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,5,0,0,0,0,38.62111111,-78.47194444,38.607533,-78.477294,NA,0,wsp2020_2020,0
Hidden_for_privacy,69896,Hidden_for_privacy,Hidden_for_privacy,municipal,inactive,Russell,65023,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,66.12,0,0,8.835,36.9925,-82.27361111,36.95833333,-82.2925,NA,0,pre_89_mgm,0.285
Hidden_for_privacy,68704,Hidden_for_privacy,Hidden_for_privacy,manufacturing,active,Pittsylvania,61575,Hidden_for_privacy,Surface Water Intake,5,VWUDS Form,0,0,1,533.69,0,0,58.98,36.56222222,-79.37027778,36.56166667,-79.37027778,NA,0,intake_capacity_mgd,5
Hidden_for_privacy,70196,Hidden_for_privacy,Hidden_for_privacy,municipal,active,Danville,60606,Hidden_for_privacy,Surface Water Intake,20,VWUDS Form,112,0,1,3111.59,27,0,293.043,36.57591742,-79.43386451,36.57888889,-79.42833333,NA,0,safe_yield_1985,112
Hidden_for_privacy,71063,Hidden_for_privacy,Hidden_for_privacy,manufacturing,inactive,Danville,59771,Hidden_for_privacy,Surface Water Intake,10,VWUDS Form,0,0,1,3403.687,0,0,345.96,36.57611111,-79.43277778,36.57166667,-79.42638889,NA,0,pre_89_mgm,11.16
Hidden_for_privacy,69952,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Rockingham,61083,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,0.1,0,-99,-99,NA,0,wsp2020_2020,0
Hidden_for_privacy,69952,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Rockingham,63549,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,0.1,0,-99,-99,NA,0,wsp2020_2020,0
Hidden_for_privacy,70751,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Pittsylvania,63440,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,0.1,0,-99,-99,NA,0,NA,0
Hidden_for_privacy,71440,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Halifax,64372,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,1,0,0,0,0,36.68919,-78.864002,-9,9,NA,0,wsp2020_2020,0
Hidden_for_privacy,71440,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Halifax,65161,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,1,0,0,0,0,36.69024,-78.860328,-9,9,NA,0,wsp2020_2020,0
Hidden_for_privacy,70311,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Pittsylvania,64539,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,0.1,0,-99,-99,NA,0,NA,0
Hidden_for_privacy,70758,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Pittsylvania,60313,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,5,0,0,0,0,0.1,0,-99,-99,NA,0,NA,0
Hidden_for_privacy,70804,Hidden_for_privacy,Hidden_for_privacy,irrigation,inactive,Virginia Beach,63674,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,5,0,0,0,0,0.1,0,-99,-99,NA,0,NA,0
Hidden_for_privacy,66613,Hidden_for_privacy,Hidden_for_privacy,irrigation,active,Northampton,60545,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,5,0,0,0,0,37.52916667,-75.9,37.52800556,-75.89355556,NA,0,wsp2020_2020,0
Hidden_for_privacy,66613,Hidden_for_privacy,Hidden_for_privacy,irrigation,active,Northampton,60564,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,1,0,0,0,0,0.1,0,37.52800556,-75.89355556,NA,1.2,rfi_exempt_wd,0.003287671
Hidden_for_privacy,66613,Hidden_for_privacy,Hidden_for_privacy,irrigation,active,Northampton,63098,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,5,0,0,0,0,37.52916667,-75.88611111,37.52800556,-75.89355556,NA,0,wsp2020_2020,0.006029004
Hidden_for_privacy,66613,Hidden_for_privacy,Hidden_for_privacy,irrigation,active,Northampton,65121,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,37.52894722,-75.89663056,37.52800556,-75.89355556,NA,0,wsp2020_2020,0.004364221
Hidden_for_privacy,66613,Hidden_for_privacy,Hidden_for_privacy,irrigation,active,Northampton,65122,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,NA,NA,37.52800556,-75.89355556,NA,0,wsp2020_2020,0.003014502
Hidden_for_privacy,66613,Hidden_for_privacy,Hidden_for_privacy,irrigation,active,Northampton,231892,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,37.52828333,-75.89946389,37.52800556,-75.89355556,NA,0,wsp2020_2020,0.059923759
Hidden_for_privacy,66613,Hidden_for_privacy,Hidden_for_privacy,irrigation,active,Northampton,231894,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,37.52894722,-75.89663056,37.52800556,-75.89355556,NA,0,wsp2020_2020,0.001523458
Hidden_for_privacy,66613,Hidden_for_privacy,Hidden_for_privacy,irrigation,active,Northampton,440776,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,NA,NA,37.52800556,-75.89355556,NA,0,NA,0
Hidden_for_privacy,66613,Hidden_for_privacy,Hidden_for_privacy,irrigation,active,Northampton,440777,Hidden_for_privacy,Surface Water Intake,0,NA,0,0,0,0,0,0,0,NA,NA,37.52800556,-75.89355556,NA,0,NA,0
